Country Name,Country Code,Series Name,Series Code,1996 [YR1996],1998 [YR1998],2000 [YR2000],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Algeria,DZA,Rule of Law: Estimate,RL.EST,-1.21819484233856,-1.19836211204529,-1.24584436416626,-0.636733174324036,-0.605380773544312,-0.616287350654602,-0.773644506931305,-0.775204539299011,-0.791886448860168,-0.767772257328033,-0.82556688785553,-0.816793382167816,-0.845334827899933,-0.812617719173431,-0.69340193271637,-0.804650962352753,-0.941968441009521,-0.916658818721771,-0.925012648105621,-0.806978523731232,-0.861034154891968,-0.798027575016022,-0.833022832870483,-0.833259999752045,-0.678364396095276
Algeria,DZA,Government Effectiveness: Estimate,GE.EST,-1.08876645565033,-0.883071959018707,-1.01074934005737,-0.614207327365875,-0.674277365207672,-0.559222877025604,-0.446233421564102,-0.438161790370941,-0.537276387214661,-0.603184521198273,-0.534546136856079,-0.395901709794998,-0.520578742027283,-0.447385340929031,-0.431544005870819,-0.339864790439606,-0.410829484462738,-0.464708805084229,-0.537024140357971,-0.488536387681961,-0.567920982837677,-0.573643207550049,-0.65274578332901,-0.51349949836731,-0.670135140419006
American Samoa,ASM,Voice and Accountability: Estimate,VA.EST,..,..,..,..,..,0.503726005554199,0.654332458972931,0.54846316576004,0.972128868103027,0.967198193073273,0.963811635971069,0.988284409046173,1.00905168056488,1.02567172050476,1.00473141670227,..,..,..,..,..,1.31854784488678,0.970990180969238,0.980956017971039,0.952084183692932,..
American Samoa,ASM,Control of Corruption: Estimate,CC.EST,..,..,..,..,..,0.791444957256317,0.789309144020081,0.299861043691635,0.30806240439415,0.317555278539658,0.347466081380844,0.328756839036942,0.310445874929428,0.29941114783287,0.303002297878265,1.2206939458847,1.15172910690308,1.15941143035889,1.76228725910187,1.78064966201782,1.78022909164429,1.26545393466949,1.2796870470047,1.27027237415314,1.25135612487793
American Samoa,ASM,Rule of Law: Estimate,RL.EST,..,..,..,..,..,0.839596450328827,1.10941541194916,1.06922149658203,1.09091985225677,1.11797952651978,1.1250547170639,1.11120820045471,1.09095239639282,1.09636723995209,1.10143828392029,1.40731287002563,1.28552782535553,1.27915823459625,1.29530119895935,1.29659616947174,1.26820170879364,1.118488073349,1.13875997066498,1.22111594676971,1.21249115467072
American Samoa,ASM,Government Effectiveness: Estimate,GE.EST,..,..,..,..,..,-0.126988679170609,0.224700346589088,0.245477885007858,0.481087028980255,0.498479098081589,0.497974842786789,0.487727552652359,0.481366097927094,0.48122963309288,0.486766904592514,0.438561886548996,0.442817568778992,0.482561141252518,0.510476231575012,0.498675554990768,0.489976644515991,0.63264924287796,0.638740062713623,0.66762912273407,0.654167771339417
Andorra,AND,Voice and Accountability: Estimate,VA.EST,1.56321668624878,1.52875912189484,1.53565549850464,1.43712818622589,1.42226195335388,1.56307661533356,1.52818155288696,1.32997930049896,1.30550646781921,1.32532179355621,1.32293725013733,1.32430839538574,1.36045336723328,1.43383765220642,1.40662503242493,1.16595566272736,1.19445466995239,1.17644572257996,1.16151881217957,1.04703915119171,1.1081018447876,1.08533525466919,1.03249990940094,1.10678911209106,0.996939778327942
Andorra,AND,Control of Corruption: Estimate,CC.EST,1.31814324855804,1.33475875854492,1.31340384483337,1.31074380874634,1.33278954029083,1.11915028095245,1.26966309547424,1.25131320953369,1.26187098026276,1.27677536010742,1.3177649974823,1.30177271366119,1.27229809761047,1.26053082942963,1.25358092784882,1.2206939458847,1.15172910690308,1.15941143035889,1.17178130149841,1.17894005775452,1.17618942260742,1.26545393466949,1.2796870470047,1.27027237415314,1.25135612487793
Andorra,AND,Rule of Law: Estimate,RL.EST,1.15836250782013,1.17725396156311,1.28616547584534,1.22384059429169,1.05598330497742,1.1943244934082,0.966194272041321,0.855685830116272,1.16824507713318,1.1863876581192,1.21778512001038,1.19792461395264,1.3992737531662,1.40118777751923,1.40161538124084,1.63860523700714,1.51319181919098,1.51293611526489,1.53556883335114,1.53650796413422,1.51021492481232,1.61518156528473,1.64205121994019,1.48548305034637,1.47689890861511
Andorra,AND,Government Effectiveness: Estimate,GE.EST,1.41403770446777,1.40335631370544,1.38048672676086,1.36772322654724,1.34903717041016,1.50376403331757,1.28759801387787,1.53840279579163,1.50177264213562,1.52840650081635,1.53620111942291,1.51271617412567,1.49892425537109,1.52334606647491,1.53249549865723,1.71216595172882,1.74073541164398,1.80540561676025,1.87694644927979,1.87921941280365,1.85192060470581,1.7492413520813,1.74892807006836,1.49526071548462,1.4754387140274
Angola,AGO,Voice and Accountability: Estimate,VA.EST,-1.57816350460052,-1.41187870502472,-1.45806467533112,-1.23877906799316,-1.27261531352997,-1.28547978401184,-1.23471939563751,-1.25208795070648,-1.18531394004822,-1.11934685707092,-1.12613534927368,-1.12052512168884,-1.12547838687897,-1.07624673843384,-1.11391913890839,-1.14532363414764,-1.17716491222382,-1.14032745361328,-1.09524345397949,-0.903594315052032,-0.793109953403473,-0.816005945205688,-0.859023571014404,-0.807577967643738,-0.737252414226532
Angola,AGO,Control of Corruption: Estimate,CC.EST,-1.1677018404007,-1.1804506778717,-1.197514295578,-1.15549266338348,-1.33546328544617,-1.37756884098053,-1.32318198680878,-1.24103772640228,-1.30749356746674,-1.30876457691193,-1.39776611328125,-1.33247494697571,-1.36746907234192,-1.30240142345428,-1.33697164058685,-1.45822596549988,-1.42772650718689,-1.48399043083191,-1.44517171382904,-1.19948387145996,-1.05461812019348,-0.93506121635437,-0.649475812911987,-0.612375736236572,-0.60992020368576
Angola,AGO,Rule of Law: Estimate,RL.EST,-1.63046932220459,-1.52733862400055,-1.60150170326233,-1.63334381580353,-1.48285591602325,-1.52091634273529,-1.46479499340057,-1.31127274036407,-1.3751335144043,-1.37856388092041,-1.23628926277161,-1.27295327186584,-1.27705323696136,-1.30477690696716,-1.29094779491425,-1.07495403289795,-1.03065872192383,-1.00395023822784,-1.03998208045959,-1.00106203556061,-1.02354824542999,-0.951058804988861,-0.983753621578217,-1.02203571796417,-1.09906601905823
